Height (in), Weight (lbs), Sex
66.04, 131.35, Male
71.78, 153.95, Male
65.51, 172.48, Male
70.97, 164.54, Male
62, 123.08, Female
74.21, 179.11, Male
63.97, 125.29, Female
69.71, 129.59, Male
63.34, 155.16, Female
70.84, 147.38, Female
72.47, 176.62, Male
71.63, 186.82, Male
60.15, 105.71, Male
64.16, 216.87, Female
70.64, 200.04, Male
69.7, 207.83, Male
66.56, 177.73, Male
65.01, 131.23, Female
60.16, 171.51, Female
65.73, 148.82, Male
63.23, 109.72, Female
66.73, 172.49, Male
70.24, 146.35, Female
69.67, 131.37, Male
66.52, 162.1, Female
65.62, 139.02, Female
65.71, 139.56, Female
67.34, 145.09, Male
61.35, 157.27, Female
66.72, 182.47, Male
64.94, 192.89, Female
73.3, 167.18, Male
63.76, 138.28, Female
70.47, 140.87, Male
67.43, 139.78, Male
67.04, 131.58, Male
61.34, 132.23, Female
65.89, 162.26, Female
67.88, 225.5, Male
61.11, 110.49, Female
63.11, 111.69, Female
68.15, 143.89, Male
68.38, 190.28, Male
58.45, 111.98, Female
60.08, 197.23, Female
69.33, 210, Male
63.76, 141.11, Female
65.42, 131.77, Female
63.15, 164.73, Female
69.72, 176.17, Male
70.03, 172.02, Male
67.48, 139.08, Female
66.37, 157.73, Male
72.8, 212.97, Male
63.88, 110.12, Female
73.27, 207.21, Male
70.78, 176.6, Male
66.29, 180.86, Male
67.91, 166.86, Male
64.85, 131.01, Female
70.49, 163.96, Male
66.36, 144.99, Male
74.87, 214.1, Male
71.69, 194.01, Male
63.28, 176.53, Male
62.02, 164.41, Female
61.23, 153.87, Female
64.28, 129.78, Female
72.72, 156.49, Male
71.83, 199.59, Male
70.46, 172.13, Male
58.32, 121.02, Female
66.29, 123.8, Female
61.39, 172.9, Female
72.47, 223.7, Male
67.01, 142.14, Male
62.18, 127.72, Female
65.19, 132.51, Female
69.9, 184.41, Male
68.45, 141.71, Female
67.92, 133.12, Male
69.69, 217.85, Male
64.3, 154.21, Female
64.13, 119.39, Female
68.35, 199.25, Male
67.69, 159.01, Male
66.43, 217.16, Male
66.53, 199.3, Male
63.75, 145.91, Female
67.1, 134.25, Female
60.67, 106.04, Female
61.77, 156.98, Female
61.92, 104.79, Female
69.07, 163.32, Male
64.1, 169.08, Male
69.39, 187.19, Male
66.6, 144.29, Male
64.79, 167.65, Female
68.06, 183.37, Male
67.09, 170.04, Male
65.97, 128.87, Female
71.41, 189.79, Male
69.55, 199.14, Male
67.48, 146.61, Female
66.15, 150.83, Male
69.66, 180.16, Male
64.06, 156.39, Male
61.11, 178.25, Female
68.51, 175.47, Male
61.82, 146.52, Female
65.91, 160.19, Female
66.98, 157.29, Female
70.81, 147.36, Male
73.56, 183.47, Male
68.92, 153.22, Female
63.32, 131.77, Female
69.08, 188.23, Male
66.05, 110.44, Female
65.52, 136.66, Female
64.49, 137.92, Female
65.08, 125.02, Female
73.64, 218.54, Male
65.28, 138.55, Female
67.22, 165.87, Male
67.66, 162.23, Male
63.39, 118.45, Female
69.3, 152.07, Male
62.3, 132.29, Female
70.66, 183.43, Male
68.74, 146.42, Female
69.03, 189.16, Male
59.86, 142.96, Female
63.31, 129.72, Female
69.59, 173.87, Male
65.87, 148.05, Female
69.87, 165.75, Male
67.25, 178.13, Male
68.17, 176.72, Male
70.17, 181.38, Male
67.86, 167.15, Female
67.3, 123.34, Male
63.52, 177.8, Female
70.8, 221.59, Male
67.45, 201.98, Male
69.59, 163.2, Male
66.45, 130.01, Female
69.24, 158.17, Male
62.7, 154.27, Female
68.87, 159.86, Female
64.52, 177.01, Male
63.61, 121.08, Female
59.13, 166.33, Female
66.89, 137.38, Female
72.11, 197.46, Male
71.59, 154.16, Male
67.2, 146.41, Male
60.89, 162.52, Female
65.04, 158.73, Male
65.36, 148.07, Female
73.77, 212.59, Male
63.07, 139.33, Female
70.74, 134.79, Male
66.13, 139.62, Female
59.13, 110.27, Male
67.98, 111.31, Female
63.89, 121.84, Female
69.8, 122.76, Male
62.64, 122.77, Female
61.19, 132.09, Female
67.18, 174.32, Male
61.45, 151.06, Female
68.44, 174.97, Male
64.7, 131.2, Female
71.75, 155.5, Male
64.9, 139.13, Female
71.15, 170.5, Male
57.59, 136.9, Female
65.21, 175.9, Female
71.67, 173.96, Male
66.06, 125.26, Female
66.81, 165.91, Male
71.14, 179.59, Male
57.29, 143.3, Female
69.14, 167.88, Male
62.58, 137.84, Female
66.06, 148.83, Female
70.91, 158.74, Male
62.8, 143.78, Female
66.54, 138.02, Female
68.17, 192.29, Male
69.27, 152.75, Male
64.51, 185.15, Female
71.76, 189.91, Male
68.71, 225.36, Male
65.87, 123.16, Male
69.07, 174.71, Male
66.15, 124.44, Male
67.15, 185.08, Male
62.57, 131.44, Female
68.19, 168.42, Male
65.2, 152.05, Female
66.22, 129.7, Male
63.15, 189.67, Female
70.44, 169.45, Male
62.88, 146.24, Female
69.45, 189.68, Male
70.54, 172.84, Male
58.45, 102.83, Female
65.28, 153.44, Female
74.1, 206.29, Male
60.67, 148.17, Female
66.56, 130.65, Female
64.95, 112.48, Female
66.34, 138.06, Male
66.24, 167.74, Male
72.1, 140.85, Male
64.77, 165.16, Female
65.77, 121.99, Female
68.69, 157.42, Male
62.07, 98.86, Female
67.58, 164.98, Male
63.97, 169.57, Female
70.15, 146.78, Male
65.18, 134.79, Female
73.73, 183.81, Male
71.15, 194.2, Male
63.5, 110.64, Female
70.62, 184.07, Male
64.52, 170.04, Male
73.84, 205.64, Male
76.92, 177.49, Male
68.35, 157.07, Male
66.42, 190.55, Female
64.99, 154.5, Male
66.31, 138.4, Male
66.31, 151.47, Female
71.64, 179.7, Male
64.64, 121.63, Female
66.02, 137.95, Female
68.95, 166.69, Male
67.48, 160.84, Male
69.35, 144.67, Female
71.84, 178.44, Male
63.01, 103.33, Female
63.73, 147.89, Female
71.5, 143.99, Male
63.48, 148.68, Female
69.41, 184.42, Male
69.97, 151.67, Male
56.33, 116.12, Female
62.89, 127.3, Female
68.05, 219.5, Male
67.77, 152.51, Female
63.56, 171.19, Female
59.48, 98.88, Female
65.62, 133.49, Male
72.13, 172.53, Male
68.09, 186.26, Male
69.37, 170.11, Male
73.79, 181.69, Male
63.66, 133.93, Female
65.67, 180.94, Female
66.65, 154.1, Female
63.85, 145.47, Female
68.38, 148.28, Male
70.4, 170.16, Male
62.99, 153.1, Female
64.36, 118.48, Female
66.8, 130.2, Female
57.25, 136.56, Female
67.28, 154.85, Female
64.78, 172.23, Female
66.41, 151.87, Female
58.96, 160.64, Female
71.06, 138.06, Male
60.35, 148.58, Female
70.19, 140.67, Male
66.6, 146.49, Male
65.23, 112.02, Female
57.95, 166.95, Male
70.22, 197, Male
65.03, 166.01, Male
68.82, 140.63, Male
63.69, 150.77, Female
67.63, 154.23, Female
67.64, 181.08, Male
65.15, 180.48, Female
65.06, 122.64, Female
72.94, 148.32, Male
72.62, 190.13, Male
68, 176.96, Male
63, 113.59, Female
69.35, 161.85, Female
57, 92.59, Female
65.82, 147.69, Female
62.85, 129.36, Female
66.73, 134.1, Female
66.57, 151.21, Male
70.7, 142.15, Male
63.6, 153.96, Female
76.78, 170.45, Male
70.85, 178.48, Male
65.04, 128.38, Female
68.39, 187.38, Male
65.44, 142.72, Male
72.04, 190.94, Male
66.14, 155.77, Male
61.12, 136.62, Female
62.05, 197, Female
58.58, 113.41, Female
68.65, 182.21, Male
57.74, 113.27, Male
67.26, 126.56, Female
64.35, 125.99, Female
72.59, 189.02, Male
65.61, 111.99, Female
71, 210.38, Male
66.47, 199.83, Male
67.49, 189.13, Female
59.19, 101.04, Female
69.46, 203.46, Male
60.74, 137.36, Female
62.04, 127.99, Female
68.32, 161.98, Male
70.77, 131.28, Male
68.25, 195.6, Male
65.49, 134.62, Female
63.41, 120.61, Female
67.18, 169.84, Female
69.67, 137.75, Male
63.26, 112.48, Female
65.5, 138.07, Female
61.96, 127.62, Female
63.02, 199.32, Female
71.06, 205.9, Male
65.12, 119.18, Female
64.31, 139.56, Female
71.26, 143.31, Male
61.39, 104.02, Male
65.94, 137.24, Female
70.29, 182.68, Male
65.51, 137.11, Female
63.59, 154.94, Female
66.45, 157.66, Male
64.8, 141.99, Female
69.93, 159.6, Male
67.16, 192.25, Male
68.8, 177.92, Male
69.35, 191.9, Male
63.12, 179.03, Female
69.94, 153.01, Male
75.83, 218.19, Male
59.17, 129.65, Female
73.84, 193.08, Male
62.5, 126.32, Male
64.11, 128.15, Male
67.21, 132.75, Female
69.72, 179.58, Male
73.16, 187.38, Male
64.39, 116.25, Female
61.37, 155.24, Female
69.83, 207.86, Male
67.76, 143.12, Male
71, 146.89, Male
63.59, 151.62, Female
61.92, 110.98, Female
74.27, 177.79, Male
60.9, 173.37, Female
64.62, 176.33, Male
69.45, 169.73, Male
69.25, 179, Male
66.92, 188.67, Male
64.44, 156.38, Female
67.96, 152.3, Female
67.15, 136.38, Female
68.57, 153.42, Female
67.35, 147.95, Male
57.88, 161.67, Male
65.32, 194.98, Female
72.01, 229.61, Male
62.58, 149.26, Female
62.88, 162.93, Female
61.62, 146.88, Female
67.42, 158.52, Male
64.61, 149.64, Female
67.01, 167.77, Male
64.16, 164.68, Female
62.1, 135.51, Female
65.97, 202.96, Female
64.03, 149.61, Female
69.46, 159.34, Male
58.66, 179.38, Female
70.2, 178.37, Male
62.65, 111.85, Female
58.98, 141.44, Female
65.62, 133, Female
64.99, 115.13, Female
65.26, 131.5, Female
69.88, 170.35, Male
68.59, 164.45, Male
69.85, 133.31, Male
73.38, 222.63, Male
67.36, 186.94, Male
61.1, 218.72, Female
61.02, 146.58, Female
64.92, 139.35, Female
63.74, 111.14, Female
65.64, 156.07, Male
67.88, 155.43, Male
64.85, 149.96, Female
71.92, 178.33, Male
63.49, 141.23, Female
68.99, 186.29, Male
64.2, 203.17, Female
62.98, 208.19, Female
65.41, 136.97, Male
62.12, 198.59, Female
70.49, 181.89, Male
63.88, 119.23, Female
61.08, 105.24, Female
62.08, 154.71, Female
66.56, 187.84, Male
70.22, 173.4, Male
68.42, 148.45, Male
65.28, 136.9, Female
60.9, 120.12, Female
69.36, 153.22, Female
71.25, 177.64, Male
66.63, 141.12, Male
63.2, 170.49, Female
61.35, 141.73, Female
62.81, 138.34, Female
61.92, 118.48, Female
66.11, 154.19, Female
67.17, 110.33, Male
70.86, 149.34, Female
70.8, 138.08, Male
63.89, 106.22, Male
71.57, 153.77, Male
63.7, 164.7, Female
62.6, 113.44, Female
69.02, 165.13, Male
68.94, 132.35, Female
65.72, 142.97, Female
70.8, 174.55, Male
60.7, 124.11, Female
65.37, 114.68, Female
66.4, 190.38, Male
63.94, 142.25, Female
72.36, 147.75, Male
65.26, 139.21, Female
63.97, 134.61, Female
69.96, 186.05, Male
70.42, 169.53, Male
66.04, 112.49, Female
65.62, 149.2, Male
65.76, 142.04, Female
64.76, 148.17, Female
66.56, 138.93, Male
62.66, 218.7, Female
69.26, 158.12, Male
64.87, 143.41, Female
69.04, 162.22, Male
63.66, 112.97, Female
71.22, 213.19, Male
65.19, 131.71, Female
70.51, 171.63, Male
68.07, 178.12, Male
68.98, 214.62, Male
72.59, 145.71, Male
53.49, 92.26, Female
76.45, 187.15, Male
70.55, 146.08, Female
63.6, 112.15, Female
73.59, 180.97, Male
61.55, 134.58, Female
68.55, 193.62, Male
71.12, 183.26, Male
64.48, 167.07, Female
65.99, 139.12, Male
63.55, 194.86, Female
66.21, 151.28, Female
73.43, 193.25, Male
67.71, 171.98, Male
61.34, 101.67, Female
65.26, 169.01, Male
67.05, 162.11, Female
63.23, 118.5, Female
71.08, 184.9, Male
69.13, 128.62, Male
67.43, 166.94, Male
67.61, 156.9, Male
66.79, 120.42, Female
65.73, 118.99, Female
62.55, 174.12, Female
68.71, 159.78, Male
62.67, 130.72, Female
69.43, 222.42, Male
70.82, 168.64, Male
67.63, 149, Female
68.78, 157.13, Male
60.37, 151.57, Female
72.43, 180.77, Male
75.05, 159.68, Male
71.51, 216.51, Male
64.9, 139.72, Female
60.38, 164.46, Female
63.09, 156.37, Female
70.95, 178.59, Male
66.83, 164.45, Male
61.48, 137.26, Female
65.55, 141.06, Female
71.66, 157.05, Male
65.83, 167.12, Female
62.98, 134, Female
69.98, 162.04, Female
66.69, 158.51, Male
68.55, 174.46, Male
59.73, 171.95, Female
63.06, 117.88, Female
71.76, 214.41, Male
64.61, 153.23, Female
63.31, 116.13, Female
68.48, 147.6, Male
70.25, 203.47, Male
72.49, 177.73, Male
71.53, 221.17, Male
62.3, 102.12, Female
64.31, 171.22, Female
63.17, 136.95, Female
65.96, 206, Female
64.25, 144.17, Female
64.03, 158.69, Male
64.64, 149.61, Female
60.62, 143.95, Female
74.66, 190.56, Male
70.01, 153.78, Male
71.78, 154.15, Male
63.46, 169.04, Female
73.27, 172.76, Male
66.07, 151.69, Male
67.1, 164.48, Male
70.62, 161.96, Male
60.39, 99.99, Female
65.24, 168.88, Male
74.28, 207.55, Male
69.5, 165.99, Male
69.49, 188.12, Female
67.55, 148.76, Male
69.35, 147.01, Female
57.82, 134.94, Female
61.26, 148.72, Female
64.71, 142.55, Female
62.29, 154.91, Male
57.47, 169.91, Male
69.1, 204.14, Male
67.02, 135.46, Male
72.08, 175.47, Male
67.53, 179.03, Male
61.39, 114.94, Female
64.13, 145.55, Male
65.58, 161.11, Male
59.46, 149.76, Female
65.19, 131.37, Female
63.51, 118.94, Female
65.38, 140.56, Female
71.26, 187.13, Male
63.26, 122.6, Female
65.54, 141.47, Female
68.29, 163.92, Female
74.01, 209.44, Male
70.61, 141.17, Male
65.29, 142.28, Female
67.27, 168.5, Female
61.03, 157.87, Female
63.29, 119.46, Female
71.57, 153.49, Male
58.25, 118.56, Female
63.3, 109.68, Female
66.37, 206.61, Female
69.46, 224.09, Male
61.53, 144.43, Female
61.46, 130.03, Female
60.81, 156.73, Female
63.02, 128.05, Female
63.63, 201.67, Female
72.19, 226.63, Male
68.63, 138.65, Female
62.49, 129.77, Female
64.57, 112.72, Female
57.05, 135.3, Female
65.99, 141.86, Female
64.84, 139.87, Female
63.06, 184.31, Female
69.81, 128.83, Male
67.59, 183.39, Male
65.16, 147.3, Male
62.8, 141.56, Female
62.62, 143.89, Male
63.31, 131.92, Female
66.54, 156.11, Male
68.66, 136.72, Male
61.65, 128.86, Female
63.43, 150.83, Female
68.63, 137.56, Male
59.18, 110.13, Female
65.36, 115.79, Female
70.04, 163.17, Male
68.21, 207.82, Male
63.93, 175.69, Female
67.2, 124.09, Female
68.86, 132.7, Female
68.62, 141.3, Male
63.15, 111.9, Male
65.94, 112.69, Female
62.21, 200.85, Female
63.57, 116.68, Female
68.27, 146.58, Male
66.71, 142.91, Female
65.07, 161.27, Female
60.61, 105.34, Female
68.01, 216.73, Male
69.45, 162.09, Female
58.08, 127.02, Female
73.17, 219.57, Male
62.25, 166.98, Female
71.8, 219.39, Male
68.09, 180.3, Male
63.78, 108.49, Male
69.2, 126.34, Male
68.79, 162.91, Male
69.16, 183.46, Male
64.55, 124.2, Female
63.42, 116.44, Female
61.9, 119.82, Female
64.99, 156.19, Female
73.42, 190.42, Male
64.24, 184.84, Female
61.84, 140.77, Female
69.15, 168.05, Male
60.7, 122.85, Female
74.4, 214.13, Male
60.36, 172.17, Female
63.91, 195.87, Male
66.84, 155.89, Male
65.32, 164.01, Female
63.82, 133.43, Male
61.43, 211.69, Female
67.77, 195.13, Female
65.28, 116.05, Male
65.84, 144.05, Female
68.95, 158.25, Male
63.31, 122.29, Female
66.27, 133.43, Female
66.54, 136.25, Male
63.99, 116.81, Female
62.9, 141.52, Male
65.93, 149.75, Female
61.49, 122.27, Female
65.07, 168.44, Female
64.54, 117.22, Female
67.03, 158.98, Male
67.94, 199.23, Male
69.35, 207.7, Male
63.93, 108.65, Female
63.74, 139.82, Female
72.81, 196.23, Male
66.65, 138.33, Female
72.18, 193.81, Male
68.99, 154.88, Male
69.4, 218.97, Male
67.76, 131.92, Female
71.01, 169.53, Male
68.47, 144.95, Male
72.32, 186.36, Male
62.57, 102.13, Female
66.63, 180.43, Male
62.07, 169.01, Female
63.76, 104.92, Female
62.77, 147.07, Female
68.3, 149.49, Male
72.52, 170.5, Male
66.16, 144.03, Female
60.88, 130.96, Female
62.24, 145.16, Female
61.73, 145, Female
70.41, 159.28, Male
60.04, 138.01, Female
64.34, 121.01, Female
70.41, 168.08, Male
72.03, 192.44, Male
60.32, 110.1, Female
72.5, 186.35, Male
69.26, 152.32, Female
66.96, 110.4, Female
67.28, 157.9, Male
66.64, 172.66, Male
65.93, 166, Male
64.68, 167.62, Male
70.49, 149.35, Male
73.79, 165.66, Male
65.24, 151.22, Female
60.64, 164.55, Female
65.45, 133.34, Female
62.25, 112.21, Female
63.66, 148.41, Female
63.76, 196.83, Female
67.24, 134.78, Male
67.3, 148.18, Male
69.8, 184.86, Male
61.06, 116.96, Female
59.31, 163.79, Female
65.6, 206.87, Female
56.22, 111.56, Female
67.33, 152.5, Male
66.4, 192.98, Female
62.3, 145.3, Female
70.23, 182.24, Male
64.68, 143.94, Female
62.73, 104.26, Female
60.85, 206.18, Female
69.26, 183.32, Male
69.09, 200.72, Male
65.39, 131.24, Male
68.36, 209.37, Female
59.6, 153.72, Female
65.11, 152.53, Female
61.59, 134.09, Female
62.84, 155.02, Female
65.15, 177.37, Female
70.79, 219.73, Male
70.39, 158.65, Female
70.05, 161.68, Male
72.3, 188.39, Male
65.83, 183.82, Female
66.77, 173.34, Male
63.2, 128.39, Female
62.08, 124, Female
65.59, 113.56, Female
69.83, 144.21, Male
70.41, 188.51, Male
69.14, 167.88, Male
62.28, 126.71, Female
63.33, 124.58, Female
63.3, 146.2, Female
61.24, 111.93, Female
65.73, 132.03, Male
70.77, 132.28, Female
68.9, 189.97, Male
70.03, 185.86, Male
65.69, 128.77, Female
66.05, 178.53, Male
60.72, 159.99, Female
67.91, 157.93, Male
65, 138.18, Female
70.9, 210.93, Male
64.3, 130.36, Female
69.88, 122.54, Male
70.73, 199.15, Male
65.1, 128.92, Female
66.35, 168.99, Male
69.24, 168.29, Male
61.25, 124.22, Female
62.41, 123.46, Female
71.39, 171.89, Male
62.21, 188.09, Female
68.06, 161.9, Male
61.43, 138.13, Female
65.74, 121.52, Female
63.85, 123.3, Female
65.76, 195.71, Female
70.62, 146.66, Male
66.33, 121.2, Female
68.47, 147.65, Female
64.78, 125.52, Female
68.13, 171.08, Female
66.4, 110.68, Female
68.6, 160.37, Male
65.6, 125.29, Female
68.66, 148.55, Female
63.94, 113.24, Female
77.78, 194.19, Male
62.72, 154.06, Female
68.66, 131.39, Male
70.09, 157.27, Male
64.53, 126.3, Female
65.47, 140.35, Male
71.48, 139.01, Male
61.3, 178.13, Female
73.04, 160.27, Male
68.81, 212.28, Male
75.05, 208.71, Male
67.92, 196.58, Male
66.98, 171.22, Female
64.08, 134.29, Female
63.77, 135.41, Female
66.69, 142.81, Female
69.26, 190.48, Male
68.29, 183.6, Male
70.53, 227.38, Male
62.81, 100.99, Female
73.36, 206.53, Male
71.49, 175, Male
64.23, 124.31, Female
64.67, 134.23, Female
70.52, 149.36, Male
65, 200.23, Female
67.92, 183.59, Male
66.23, 188.95, Male
61.64, 174.97, Female
63.47, 123.54, Female
62.48, 117.13, Female
66.63, 183.56, Female
68.55, 148.55, Male
63.17, 121.64, Female
67.02, 151.84, Male
61.67, 143.19, Female
73.44, 152.91, Female
66.29, 110.03, Male
69.99, 190.21, Male
61.93, 137.12, Female
65.91, 186.14, Female
66.1, 130.61, Female
64.46, 184.82, Male
68.43, 127.47, Male
68.37, 169.55, Male
65.64, 114.98, Female
66.4, 117.05, Female
69.52, 152.08, Male
58.93, 109.27, Female
61.83, 139.12, Female
67.11, 152.17, Male
57.27, 90.5, Female
67.08, 181.86, Female
71.25, 115.58, Male
63.41, 134.07, Male
72.01, 139.91, Male
63.06, 198.61, Female
71.44, 149.82, Male
70.86, 208.77, Male
70.61, 141.09, Male
61.14, 132.87, Female
71.68, 219.35, Male
67.25, 150.99, Male
62.54, 112.59, Female
70.96, 226.83, Male
66.05, 128.95, Female
62.52, 99.84, Female
69.97, 206.73, Male
68.16, 152.95, Male
61.1, 120.38, Female
62.88, 148.93, Female
65.16, 205.43, Female
62.3, 115.96, Female
66.23, 169.85, Male
71.92, 161.01, Male
64.01, 130.19, Female
62.66, 156.09, Female
67.02, 171.67, Male
61.36, 105.35, Female
66.54, 190.55, Male
62.98, 128.76, Female
65.35, 125.6, Male
61.22, 162.91, Female
68.32, 131.59, Male
61.87, 123.46, Female
62.19, 127.02, Female
63, 145.15, Female
68.73, 131.65, Male
73.17, 192.84, Male
61.49, 131.07, Female
62.77, 141.86, Female
64.09, 192.14, Female
62.91, 118.31, Female
68.66, 151.54, Male
69.3, 149.82, Male
72.63, 204.63, Male
66.56, 131.95, Female
60.71, 117.48, Female
68.71, 209.88, Male
68.98, 164.03, Female
67.79, 130.18, Female
65.6, 137.53, Male
65.08, 112.85, Male
64.7, 156.16, Female
61.45, 111.56, Female
69.75, 158.74, Male
71.31, 162.88, Male
63.17, 170.51, Female
69.12, 176.16, Male
70.66, 151.43, Male
69.95, 134.24, Male
61.91, 107.42, Female
62.9, 145.15, Female
70.78, 159.03, Male
71.24, 185.84, Male
69.9, 177.03, Male
56.35, 144.88, Female
64.18, 139.26, Female
74.79, 199.32, Male
68.22, 161.22, Male
66.31, 193.31, Male
70.42, 135.48, Male
68.11, 170.93, Female
70.92, 159.37, Female
66.29, 130.22, Female
65.33, 186.87, Female
63.23, 160.79, Female
63.77, 139.7, Female
64.55, 142.48, Female
60.07, 159.87, Female
64.55, 123.5, Female
63.44, 148.37, Female
61.26, 134.1, Female
62.42, 150.48, Female
70.63, 222.12, Male
64.25, 120.92, Female
66.03, 159.89, Male
70.44, 156.34, Male
62.35, 158.06, Female
63.23, 152.98, Female
74.7, 189.3, Male
60.84, 119.49, Male
61.16, 146.61, Female
68.85, 132.65, Male
63.45, 172.23, Female
67.96, 172.54, Male
71.08, 191.64, Male
67.48, 139.42, Female
65.89, 145.77, Female
72.27, 191.53, Male
75.08, 190.76, Male
68.69, 149.94, Female
66.38, 112.12, Female
69.63, 163.61, Male
69.34, 121.97, Female
73.51, 161.27, Male
75.26, 228.85, Male
64.02, 147.21, Female
59.07, 129.94, Female
68.41, 175.76, Female
65.42, 155.59, Female
65.66, 195.42, Female
67.74, 172.91, Male
63.22, 100.75, Female
63.44, 129.09, Female
71.54, 164.77, Male
67.95, 163.28, Male
64.12, 114.25, Female
70.8, 153.41, Male
70.38, 144.15, Male
65.82, 97.36, Female
70.56, 141.78, Male
69.71, 161.31, Male
63.5, 131.7, Female
62.63, 111.53, Female
72.2, 223.15, Male
65.5, 148.95, Female
69.25, 199.61, Male
62.46, 121.76, Female
64.13, 130.59, Female
61.28, 133.31, Female
60.52, 139.02, Female
72.06, 228.01, Male
68.71, 135.86, Male
72.74, 183.26, Male
67.7, 144.84, Male
71.63, 146.85, Male
61.68, 129.79, Female
68.71, 153.59, Male
64.34, 152.3, Female
67.94, 165.12, Male
66.21, 179.43, Female
70.35, 222.8, Male
67.73, 123.95, Female
64.72, 173.47, Male
68.58, 179.07, Male
68.06, 184.7, Male
63.72, 112.63, Female
72.1, 181.41, Male
68.62, 147.22, Male
64.12, 137.49, Female
70.17, 166.98, Male
63.54, 148.39, Female
67.84, 172.08, Male
63.95, 134.53, Female
66.25, 194.14, Male
64.2, 153.22, Female
71.02, 132.97, Male
68, 148.45, Male
66.32, 190.91, Male
65.99, 133.31, Female
61.52, 115.83, Female
65.94, 118.9, Female
71.87, 140.78, Male
61.48, 126.85, Female
66.38, 139.93, Male
64.97, 126.13, Male
63.03, 136.42, Male
71.39, 228.95, Male
67.9, 226.07, Male
71.53, 152.04, Male
69.16, 191.36, Male
72.54, 153.04, Male
66.85, 136.26, Female
64.61, 205.69, Female
64.5, 105.82, Female
61.49, 125.79, Female
74.59, 207.39, Male
62.35, 147.34, Female
68.03, 210.62, Male
62.24, 100.87, Female
65.96, 195.23, Female
76.56, 204.1, Male
62.52, 138.65, Female
59.79, 154.66, Female
63.63, 150.47, Female
70.36, 185.43, Male
66.09, 179.2, Male
63.11, 146.31, Female
63.31, 204.22, Female
63.26, 134.88, Female
71.51, 194.48, Male
64.48, 112.74, Female
68, 130.39, Male
67.2, 196.8, Female
63.06, 171.52, Female
65.73, 132.99, Female
68.48, 160.31, Male
65.03, 152.05, Female
64.09, 162.22, Male
74.65, 209.42, Male
69.93, 175, Male
68.53, 135.45, Male
61.02, 137.39, Female
61.03, 104.97, Female
62.48, 120.55, Female
66.82, 137.27, Male
64.66, 177.87, Female
71.99, 216.15, Male
71.95, 156.93, Male
68.84, 145.11, Male
69.11, 160.9, Male
71.6, 193.77, Male
63.39, 132.83, Male
68.61, 169.4, Male
63.5, 147.9, Female
63.19, 148.28, Female
63.04, 118.31, Female
65.74, 169.89, Female
65.45, 186.46, Male
66.49, 190.58, Female
65.6, 111.74, Female
67.06, 177.29, Male
63.29, 140.41, Male
67.21, 123.74, Female
63.27, 116.65, Female
69.5, 164.66, Male
64.74, 142.64, Female
62.58, 103.22, Female
69.52, 137.99, Male
71.7, 166.95, Male
64.37, 195.94, Female
59.56, 122.46, Female
66.49, 174.77, Male
62.44, 116.78, Female
64.69, 179.9, Female
67.01, 173.33, Male
67.72, 188.66, Male
63.5, 121.85, Female
66.4, 147.72, Male
60.03, 113.9, Female
62.81, 169.73, Female
71.95, 156.2, Male
61.9, 120.13, Female
66.99, 148.36, Male
69.63, 170.2, Male
70.1, 123.27, Male
65.05, 174.28, Male
60.86, 107.77, Female
61.46, 143.1, Female
67.64, 192.14, Female
71.27, 215.42, Male
66.56, 156.96, Male
67.43, 132.71, Female
60.67, 114.73, Female
68.02, 103.65, Male
77.86, 221.34, Male
70.32, 189.39, Male
68.16, 152.68, Male
68.8, 206.97, Male
68.31, 164.27, Male
70.21, 166.48, Male
64.55, 124.9, Female
64.47, 137.85, Female
68.51, 163.48, Female
64.44, 165.99, Male
68.43, 190.91, Male
62.53, 156.74, Female
65.95, 144.63, Male
67.37, 128.64, Female
68.19, 150.17, Male
63.28, 122.44, Female
66.66, 134.47, Male
65.53, 138.26, Female
69.89, 169.37, Male
57.78, 131.4, Female
64.31, 108.84, Female
67.15, 199.53, Female
66.48, 117.63, Female
62.08, 158.27, Male
61.9, 156.41, Female
64.11, 172.32, Female
65.59, 102.8, Female
70.95, 190.47, Male
65.26, 223.93, Male
68.08, 144.93, Male
61.33, 150.79, Female
66.34, 182.9, Male
65.56, 134.49, Female
62.79, 150.29, Female
62.97, 108.07, Female
61.41, 115.24, Female
65.94, 208.34, Male
63.25, 100.7, Female
65.14, 173.81, Female
67.01, 162.54, Male
70.67, 183.44, Male
69.09, 130.49, Male
64.42, 132.57, Female
66.79, 172.81, Male
68.58, 146.63, Male
63, 138, Female
63.31, 170.5, Female
68.35, 184.24, Male
64.18, 159.69, Female
63.89, 140.92, Female
64.29, 161.95, Female
67.85, 129.14, Female
65.32, 131.1, Female
64.5, 137.64, Female
73.87, 206.67, Male
68.09, 178.3, Male
62.45, 122.64, Female
69.63, 151.36, Male
68.75, 195.75, Female
62.84, 163.27, Female
65.63, 150.85, Female
71.31, 186.63, Male
64.28, 113.41, Female
69.94, 142.96, Male
69.03, 196.25, Male
64.42, 156.34, Male
62.04, 138.79, Female
60.75, 103.61, Female
61.58, 121.7, Female
67.54, 171.08, Male
65.61, 195.08, Female
66.3, 146.88, Male
67.97, 197.91, Female
64.39, 163.2, Female
68.37, 171.61, Male
62.45, 153.34, Female
63.09, 143.25, Female
71.12, 173.84, Male
68.48, 217.89, Male
64.75, 214.96, Female
63.33, 127.82, Male
65.23, 116.21, Female
